ItemID,ItemType,ItemFatContent,ItemWeight,ItemVisibility
DRE13,Soft Drinks,Low Fat,6.28,0.027699863
FDE51,Dairy,Regular,5.925,0.09646733
FDV56,Fruits and Vegetables,Regular,16.1,0.013584408
FDU44,Fruits and Vegetables,Regular,12.15,0.058516562
FDU16,Frozen Foods,Regular,19.25,0.058365706
FDV07,Fruits and Vegetables,Low Fat,9.5,0.031346387
FDW01,Canned,Low Fat,,0.063750302
FDG24,Baking Goods,Low Fat,,0.014560297
FDO04,Frozen Foods,Low Fat,,0.026408698
DRB25,Soft Drinks,Low Fat,12.3,0.069446588
FDF08,Fruits and Vegetables,Regular,14.3,0.065207559
DRF03,Dairy,Low Fat,19.1,0.045299563
FDE02,Canned,low fat,8.71,0.121149472
FDW49,Canned,Low Fat,19.5,0.0
FDR23,Breads,Low Fat,15.85,0.0
NCJ29,Health and Hygiene,Low Fat,,0.035022503
FDZ01,Canned,Regular,,0.009014978
FDG44,Fruits and Vegetables,Low Fat,6.13,0.102607233
FDA47,Baking Goods,Regular,10.5,0.0
FDN12,Baking Goods,LF,,0.08071118
DRP35,Hard Drinks,Low Fat,18.85,0.091008572
FDN23,Breads,Regular,6.575,0.07549348
FDH40,Frozen Foods,Regular,,0.078547351
FDA21,Snack Foods,Low Fat,13.65,0.036107198
FDA46,Snack Foods,Low Fat,13.6,0.117537563
NCM19,Others,Low Fat,,0.047008497
FDQ31,Fruits and Vegetables,Regular,5.785,0.0
FDK55,Meat,Low Fat,,0.045105407
DRG15,Dairy,Low Fat,6.13,0.076855207
FDT32,Fruits and Vegetables,Regular,,0.114916546
FDN02,Canned,Low Fat,16.5,0.07376631
FDJ40,Frozen Foods,Regular,,0.049349121
FDU13,Canned,low fat,,0.328390948
FDS27,Meat,Regular,10.195,0.012455787
DRM59,Hard Drinks,Low Fat,,0.006289291
NCV30,Household,Low Fat,20.2,0.110356797
FDA51,Dairy,Regular,8.05,0.164542555
NCY41,Health and Hygiene,Low Fat,16.75,0.07585337
FDM52,Frozen Foods,Low Fat,15.1,0.025993423
FDS47,Breads,Low Fat,16.75,0.129086113
FDW27,Meat,Regular,5.86,0.151467821
FDD51,Dairy,Low Fat,11.15,0.120139206
NCN06,Household,Low Fat,8.39,0.120497266
FDR57,Snack Foods,Regular,5.675,0.023492524
NCO17,Health and Hygiene,Low Fat,,0.073024401
FDJ33,Snack Foods,Regular,8.895,0.088821765
FDB15,Dairy,Low Fat,10.895,0.136810742
FDZ12,Baking Goods,Low Fat,,0.0
NCI31,Others,Low Fat,20.0,0.08165845
NCV05,Health and Hygiene,Low Fat,10.1,0.030379382
DRG51,Dairy,Low Fat,12.1,0.019314961
FDP24,Baking Goods,Low Fat,20.6,0.082935004
FDN56,Fruits and Vegetables,Regular,5.46,0.106968096
DRE60,Soft Drinks,Low Fat,9.395,0.159582185
FDW49,Canned,Low Fat,,0.14453827
FDM20,Fruits and Vegetables,Low Fat,10.0,0.038685802
FDK48,Baking Goods,Low Fat,7.445,0.037690731
FDX50,Dairy,Low Fat,20.1,0.07461309
NCN14,Others,Low Fat,,0.160936178
FDV57,Snack Foods,Regular,,0.065577449
FDZ39,Meat,Regular,19.7,0.018126724
FDX27,Dairy,Regular,20.7,0.11411709
FDO01,Breakfast,Regular,21.1,0.020760673
FDU25,Canned,Low Fat,12.35,0.026676216
FDD59,Starchy Foods,Regular,10.5,0.066315023
FDH22,Snack Foods,Low Fat,6.405,0.136275173
FDQ22,Snack Foods,Low Fat,16.75,0.029799965
FDG57,Fruits and Vegetables,Low Fat,14.7,0.072410764
FDR20,Fruits and Vegetables,Regular,20.0,0.028118435
FDU22,Snack Foods,Low Fat,,0.163350221
FDF34,Snack Foods,Regular,9.3,0.014076503
FDJ33,Snack Foods,Regular,8.895,0.088305478
FDS44,Fruits and Vegetables,Regular,,0.15528831
FDZ39,Meat,Regular,19.7,0.018021361
NCM31,Others,Low Fat,6.095,0.0816559
FDR48,Baking Goods,LF,11.65,0.131708682
FDY13,Canned,LF,12.1,0.030174246
FDA49,Canned,LF,19.7,0.0650227
FDY14,Dairy,LF,10.3,0.070149088
FDK52,Frozen Foods,LF,18.25,0.079342006
FDV31,Fruits and Vegetables,LF,9.8,0.0
FDX15,Meat,LF,17.2,0.156541861
NCM26,Others,LF,20.5,0.023179181
FDH33,Snack Foods,LF,12.85,0.121914662
FDT48,Baking Goods,Low Fat,4.92,0.046026479
FDW23,Baking Goods,Low Fat,5.765,0.0821398
FDW24,Baking Goods,Low Fat,6.8,0.037555348
FDB60,Baking Goods,Low Fat,9.3,0.028566433
FDY36,Baking Goods,Low Fat,12.3,0.009425158
FDP60,Baking Goods,Low Fat,17.35,0.056005781
FDW48,Baking Goods,Low Fat,18.0,0.008554102
FDR35,Breads,Low Fat,12.5,0.020729902
FDV47,Breads,Low Fat,17.1,0.0
FDR47,Breads,Low Fat,17.85,0.087604647
FDV35,Breads,Low Fat,19.5,0.128405328
FDO37,Breakfast,Low Fat,8.06,0.021409913
FDV25,Canned,Low Fat,5.905,0.04572322
FDO25,Canned,Low Fat,6.3,0.127647181
FDT49,Canned,Low Fat,7.0,0.0
FDS37,Canned,Low Fat,7.655,0.031994534
FDW13,Canned,Low Fat,8.5,0.098036903
FDJ50,Canned,Low Fat,8.645,0.021619564
FDQ13,Canned,Low Fat,11.1,0.010658153
FDS01,Canned,Low Fat,11.6,0.0
FDP25,Canned,Low Fat,15.2,0.021240491
FDA13,Canned,Low Fat,15.85,0.07867708
FDX37,Canned,Low Fat,16.2,0.063127333
FDO38,Canned,Low Fat,17.25,0.072952298
FDL26,Canned,Low Fat,18.0,0.073306615
FDG26,Canned,Low Fat,18.85,0.042716162
FDA38,Dairy,Low Fat,5.44,0.025519534
FDB27,Dairy,Low Fat,7.575,0.055476238
FDZ27,Dairy,Low Fat,7.935,0.017182935
FDQ14,Dairy,Low Fat,9.27,0.061883353
DRG51,Dairy,Low Fat,12.1,0.011557563
FDW50,Dairy,Low Fat,13.1,0.075695552
FDZ15,Dairy,Low Fat,13.1,0.020903193
DRJ51,Dairy,Low Fat,14.1,0.0
DRG39,Dairy,Low Fat,14.15,0.042246575
FDC04,Dairy,Low Fat,15.6,0.045055587
FDV02,Dairy,Low Fat,16.75,0.06063976
FDB52,Dairy,Low Fat,17.75,0.03048292
FDV38,Dairy,Low Fat,19.25,0.101932076
FDK51,Dairy,Low Fat,19.85,0.005243282
FDO28,Frozen Foods,Low Fat,5.765,0.072410764
FDY52,Frozen Foods,Low Fat,6.365,0.007359711
FDQ04,Frozen Foods,Low Fat,6.4,0.084885375
FDR04,Frozen Foods,Low Fat,7.075,0.022602061
FDZ40,Frozen Foods,Low Fat,8.935,0.040245222
FDJ16,Frozen Foods,Low Fat,9.195,0.115064263
FDT28,Frozen Foods,Low Fat,13.3,0.063664998
FDB53,Frozen Foods,Low Fat,13.35,0.139669224
FDD53,Frozen Foods,Low Fat,16.2,0.044291251
FDQ52,Frozen Foods,Low Fat,17.0,0.119570595
FDJ04,Frozen Foods,Low Fat,18.0,0.124645538
FDG44,Fruits and Vegetables,Low Fat,6.13,0.10234983
FDO32,Fruits and Vegetables,Low Fat,6.36,0.120731024
FDA20,Fruits and Vegetables,Low Fat,6.78,0.066724663
FDA19,Fruits and Vegetables,Low Fat,7.52,0.055213208
FDW56,Fruits and Vegetables,Low Fat,7.68,0.071010513
FDZ44,Fruits and Vegetables,Low Fat,8.185,0.038789271
FDS20,Fruits and Vegetables,Low Fat,8.85,0.053950661
FDU07,Fruits and Vegetables,Low Fat,11.1,0.059940022
FDX08,Fruits and Vegetables,Low Fat,12.85,0.022639195
FDZ56,Fruits and Vegetables,Low Fat,16.25,0.025776994
FDY55,Fruits and Vegetables,Low Fat,16.75,0.081446638
FDL20,Fruits and Vegetables,Low Fat,17.1,0.128614205
FDB33,Fruits and Vegetables,Low Fat,17.75,0.014602837
FDV55,Fruits and Vegetables,Low Fat,17.75,0.055159054
FDA44,Fruits and Vegetables,Low Fat,19.7,0.053305463
DRH11,Hard Drinks,Low Fat,5.98,0.075675438
DRN11,Hard Drinks,Low Fat,7.85,0.163233667
DRK47,Hard Drinks,Low Fat,7.905,0.064163983
DRJ11,Hard Drinks,Low Fat,9.5,0.085223447
DRO47,Hard Drinks,Low Fat,10.195,0.112399145
DRJ59,Hard Drinks,Low Fat,11.65,0.019402371
DRO59,Hard Drinks,Low Fat,11.8,0.054238448
DRO35,Hard Drinks,Low Fat,13.85,0.034624104
DRI47,Hard Drinks,Low Fat,14.7,0.020952705
DRI23,Hard Drinks,Low Fat,18.85,0.137410256
NCM05,Health and Hygiene,Low Fat,6.825,0.059940022
NCO05,Health and Hygiene,Low Fat,7.27,0.046631836
NCI29,Health and Hygiene,Low Fat,8.6,0.032672263
NCB54,Health and Hygiene,Low Fat,8.76,0.050130529
NCO29,Health and Hygiene,Low Fat,11.15,0.032306341
NCQ05,Health and Hygiene,Low Fat,11.395,0.021639678
NCV29,Health and Hygiene,Low Fat,11.8,0.022879017
NCR53,Health and Hygiene,Low Fat,12.15,0.14526636
NCN29,Health and Hygiene,Low Fat,15.2,0.0
NCO53,Health and Hygiene,Low Fat,16.2,0.0
NCM41,Health and Hygiene,Low Fat,16.5,0.035711426
NCC54,Health and Hygiene,Low Fat,17.75,0.097862839
NCW41,Health and Hygiene,Low Fat,18.0,0.0
NCY17,Health and Hygiene,Low Fat,18.2,0.16334971
NCW53,Health and Hygiene,Low Fat,18.35,0.030542489
NCJ05,Health and Hygiene,Low Fat,18.7,0.046159928
NCW05,Health and Hygiene,Low Fat,20.25,0.148302815
NCA05,Health and Hygiene,Low Fat,20.75,0.025169703
NCT42,Household,Low Fat,5.88,0.024926013
NCS30,Household,Low Fat,5.945,0.093170838
NCF06,Household,Low Fat,6.235,0.020229757
NCO26,Household,Low Fat,7.235,0.076975118
NCM06,Household,Low Fat,7.475,0.075845634
NCW54,Household,Low Fat,7.5,0.0
NCS42,Household,Low Fat,8.6,0.069524391
NCU54,Household,Low Fat,8.88,0.098775709
NCT30,Household,Low Fat,9.1,0.080417724
NCK18,Household,Low Fat,9.6,0.006708517
NCK54,Household,Low Fat,12.15,0.029569276
NCR06,Household,Low Fat,12.5,0.006775667
NCS18,Household,Low Fat,12.65,0.042276746
NCD06,Household,Low Fat,13.0,0.099479703
NCQ06,Household,Low Fat,13.0,0.04188955
NCH07,Household,Low Fat,13.15,0.092811105
NCD55,Household,Low Fat,14.0,0.024369007
NCZ54,Household,Low Fat,14.65,0.083488992
NCI54,Household,Low Fat,15.2,0.033651278
NCE30,Household,Low Fat,16.0,0.099290166
NCH55,Household,Low Fat,16.35,0.034726222
NCH30,Household,Low Fat,17.1,0.06725846
NCL30,Household,Low Fat,18.1,0.049016517
NCI55,Household,Low Fat,18.6,0.012673238
NCI42,Household,Low Fat,18.75,0.010381661
NCQ50,Household,Low Fat,18.75,0.034360687
NCC06,Household,Low Fat,19.0,0.027028323
NCZ06,Household,Low Fat,19.6,0.094308058
NCR50,Household,Low Fat,20.2,0.011838464
NCP30,Household,Low Fat,20.5,0.032819637
NCR30,Household,Low Fat,20.6,0.071103348
FDA39,Meat,Low Fat,6.32,0.012737719
FDK27,Meat,Low Fat,11.0,0.008960445
FDG31,Meat,Low Fat,12.15,0.037955309
FDY51,Meat,Low Fat,12.5,0.081260969
FDQ39,Meat,Low Fat,14.8,0.081168135
NCM07,Others,Low Fat,9.395,0.040023967
NCQ43,Others,Low Fat,17.75,0.11147467
NCJ31,Others,Low Fat,19.2,0.18293775
FDH09,Seafood,Low Fat,12.6,0.05616476
FDD46,Snack Foods,Low Fat,6.035,0.141475625
FDX21,Snack Foods,Low Fat,7.05,0.08509812
FDQ57,Snack Foods,Low Fat,7.275,0.027991093
FDT58,Snack Foods,Low Fat,9.0,0.086088353
FDY58,Snack Foods,Low Fat,11.65,0.039980644
FDH58,Snack Foods,Low Fat,12.3,0.036997104
FDQ33,Snack Foods,Low Fat,13.35,0.091348964
FDA21,Snack Foods,Low Fat,13.65,0.036016619
FDJ09,Snack Foods,Low Fat,15.0,0.058485617
FDT57,Snack Foods,Low Fat,15.2,0.019064377
FDX45,Snack Foods,Low Fat,16.75,0.105018817
FDL22,Snack Foods,Low Fat,16.85,0.036446751
FDR10,Snack Foods,Low Fat,17.6,0.010055503
FDY10,Snack Foods,Low Fat,17.6,0.049144165
FDZ09,Snack Foods,Low Fat,17.6,0.105042025
FDZ58,Snack Foods,Low Fat,17.85,0.052257982
FDW45,Snack Foods,Low Fat,18.0,0.039071642
FDV46,Snack Foods,Low Fat,18.2,0.012627478
FDN57,Snack Foods,Low Fat,18.25,0.054318517
FDR09,Snack Foods,Low Fat,18.25,0.07784544
FDN21,Snack Foods,Low Fat,18.6,0.076975118
FDP09,Snack Foods,Low Fat,19.75,0.033942546
FDV58,Snack Foods,Low Fat,20.85,0.121438886
FDH10,Snack Foods,Low Fat,21.0,0.049381666
DRG48,Soft Drinks,Low Fat,5.78,0.014577695
DRD25,Soft Drinks,Low Fat,6.135,0.079094835
DRE13,Soft Drinks,Low Fat,6.28,0.027748176
DRB24,Soft Drinks,Low Fat,8.785,0.020609218
DRN37,Soft Drinks,Low Fat,9.6,0.0
DRJ24,Soft Drinks,Low Fat,11.8,0.11350542
DRK13,Soft Drinks,Low Fat,11.8,0.115346634
DRF13,Soft Drinks,Low Fat,12.1,0.029827665
DRH37,Soft Drinks,Low Fat,17.6,0.041681059
DRC12,Soft Drinks,Low Fat,17.85,0.037885683
DRI25,Soft Drinks,Low Fat,19.6,0.03395415
DRE49,Soft Drinks,Low Fat,20.75,0.02128304
FDA34,Starchy Foods,Low Fat,11.5,0.014883661
FDI35,Starchy Foods,Low Fat,14.0,0.041355366
FDE36,Baking Goods,Regular,5.26,0.041837331
FDZ59,Baking Goods,Regular,6.63,0.104183308
FDY11,Baking Goods,Regular,6.71,0.02960641
FDQ36,Baking Goods,Regular,7.855,0.161798604
FDS36,Baking Goods,Regular,8.38,0.046960237
FDP12,Baking Goods,Regular,9.8,0.045337184
FDM60,Baking Goods,Regular,10.8,0.048218142
FDM36,Baking Goods,Regular,11.65,0.058822142
FDL48,Baking Goods,Regular,19.35,0.082394321
FDX47,Breads,Regular,6.55,0.034658144
FDY47,Breads,Regular,8.6,0.0
FDO49,Breakfast,Regular,10.6,0.033103556
FDN49,Breakfast,Regular,17.25,0.125419157
FDQ25,Canned,Regular,8.63,0.028320655
FDG38,Canned,Regular,8.975,0.05281112
FDL50,Canned,Regular,12.15,0.042378864
FDI38,Canned,Regular,13.35,0.014649641
FDC14,Canned,Regular,14.5,0.041313203
FDU50,Dairy,Regular,5.75,0.075287081
FDJ15,Dairy,Regular,11.35,0.023358738
FDC16,Dairy,Regular,11.5,0.020601791
FDQ26,Dairy,Regular,13.5,0.0
FDY38,Dairy,Regular,13.6,0.119361718
FDC40,Dairy,Regular,16.0,0.065165046
FDB40,Dairy,Regular,17.5,0.007551607
FDD52,Dairy,Regular,18.25,0.183579854
FDA27,Dairy,Regular,20.35,0.030975716
FDR16,Frozen Foods,Regular,5.845,0.105181277
FDG17,Frozen Foods,Regular,6.865,0.035895934
FDR40,Frozen Foods,Regular,9.1,0.008046878
FDT52,Frozen Foods,Regular,9.695,0.047503318
FDT16,Frozen Foods,Regular,9.895,0.048738014
FDG05,Frozen Foods,Regular,11.0,0.0
FDP28,Frozen Foods,Regular,13.65,0.080765853
FDH17,Frozen Foods,Regular,16.2,0.016679232
FDV52,Frozen Foods,Regular,20.7,0.121709653
FDF53,Frozen Foods,Regular,20.75,0.083736551
FDN56,Fruits and Vegetables,Regular,5.46,0.107223632
FDF44,Fruits and Vegetables,Regular,7.17,0.059820884
FDH56,Fruits and Vegetables,Regular,9.8,0.063916425
FDD21,Fruits and Vegetables,Regular,10.3,0.030616757
FDO20,Fruits and Vegetables,Regular,12.85,0.152364317
FDS19,Fruits and Vegetables,Regular,13.8,0.064307102
FDC09,Fruits and Vegetables,Regular,15.5,0.026342897
FDR56,Fruits and Vegetables,Regular,15.5,0.100922503
FDW07,Fruits and Vegetables,Regular,18.0,0.142910689
FDF45,Fruits and Vegetables,Regular,18.2,0.012223687
FDI08,Fruits and Vegetables,Regular,18.2,0.066400129
FDC08,Fruits and Vegetables,Regular,19.0,0.10361083
FDX07,Fruits and Vegetables,Regular,19.2,0.022954444
FDP08,Fruits and Vegetables,Regular,20.5,0.112584813
FDY39,Meat,Regular,5.305,0.04710181
FDO39,Meat,Regular,6.985,0.137580452
FDM51,Meat,Regular,11.8,0.025966531
FDH31,Meat,Regular,12.0,0.020442889
FDI07,Meat,Regular,12.35,0.033813351
FDX03,Meat,Regular,15.85,0.061190964
FDJ27,Meat,Regular,17.7,0.122065518
FDU27,Meat,Regular,18.6,0.17174348
FDN33,Snack Foods,Regular,6.305,0.123307177
FDH46,Snack Foods,Regular,6.935,0.041346469
FDG46,Snack Foods,Regular,8.63,0.032960823
FDX33,Snack Foods,Regular,9.195,0.117667492
FDS58,Snack Foods,Regular,9.285,0.021039273
FDU10,Snack Foods,Regular,10.1,0.045763062
FDB46,Snack Foods,Regular,10.5,0.093909644
FDU21,Snack Foods,Regular,11.8,0.076839735
FDO09,Snack Foods,Regular,13.5,0.125469442
FDW09,Snack Foods,Regular,13.65,0.025961116
FDP22,Snack Foods,Regular,14.65,0.099286298
FDL57,Snack Foods,Regular,15.1,0.067181098
FDL09,Snack Foods,Regular,19.6,0.128235131
DRD01,Soft Drinks,Regular,12.1,0.061270647
DRB48,Soft Drinks,Regular,16.75,0.024892129
DRA24,Soft Drinks,Regular,19.35,0.039990314
FDE35,Starchy Foods,Regular,7.06,0.043968652
FDD23,Starchy Foods,Regular,9.5,0.048761223
FDH47,Starchy Foods,Regular,13.5,0.129016487
FDW11,Breads,low fat,12.6,0.048857925
DRH59,Hard Drinks,low fat,10.8,0.0
NCA30,Household,low fat,19.0,0.129534812
FDW12,Baking Goods,reg,8.315,0.035627489
FDS24,Baking Goods,reg,20.85,0.062321222
FDT23,Breads,reg,7.72,0.074847665
FDA52,Frozen Foods,reg,16.2,0.128621941
FDT07,Fruits and Vegetables,reg,5.82,0.0
FDT39,Meat,reg,6.26,0.009883257
FDI34,Snack Foods,reg,10.65,0.085268317
FDM44,Fruits and Vegetables,LF,,0.054363971
FDY55,Fruits and Vegetables,LF,,0.0
NCI54,Household,LF,,0.058827583
NCX30,Household,LF,,0.046609281
FDQ34,Snack Foods,LF,,0.284065879
DRK49,Soft Drinks,LF,,0.0
FDA36,Baking Goods,Low Fat,,0.009921107
FDC48,Baking Goods,Low Fat,,0.027767577
FDH12,Baking Goods,Low Fat,,0.148742896
FDH48,Baking Goods,Low Fat,,0.105893301
FDI24,Baking Goods,Low Fat,,0.137870237
FDS48,Baking Goods,Low Fat,,0.048637888
FDY36,Baking Goods,Low Fat,,0.016476619
FDO23,Breads,Low Fat,,0.25637539
FDP11,Breads,Low Fat,,0.120986139
FDV47,Breads,Low Fat,,0.094910421
FDW47,Breads,Low Fat,,0.081197035
FDW59,Breads,Low Fat,,0.03627089
FDN01,Breakfast,Low Fat,,0.126760908
FDP37,Breakfast,Low Fat,,0.250560049
FDA49,Canned,Low Fat,,0.113669629
FDT13,Canned,Low Fat,,0.032516546
DRD27,Dairy,Low Fat,,0.041740624
DRH15,Dairy,Low Fat,,0.19244045
FDB39,Dairy,Low Fat,,0.067441726
FDD04,Dairy,Low Fat,,0.157528118
FDH27,Dairy,Low Fat,,0.102157958
FDR14,Dairy,Low Fat,,0.304737387
FDV38,Dairy,Low Fat,,0.178192864
FDZ38,Dairy,Low Fat,,0.014008751
FDB17,Frozen Foods,Low Fat,,0.064208126
FDD16,Frozen Foods,Low Fat,,0.063649582
FDD53,Frozen Foods,Low Fat,,0.077427883
FDE16,Frozen Foods,Low Fat,,0.046124444
FDG04,Frozen Foods,Low Fat,,0.010615026
FDS40,Frozen Foods,Low Fat,,0.024546148
FDT40,Frozen Foods,Low Fat,,0.167725251
FDU52,Frozen Foods,Low Fat,,0.111654545
FDB32,Fruits and Vegetables,Low Fat,,0.041063069
FDB45,Fruits and Vegetables,Low Fat,,0.037345714
FDC32,Fruits and Vegetables,Low Fat,,0.173527068
FDE08,Fruits and Vegetables,Low Fat,,0.086352403
FDG44,Fruits and Vegetables,Low Fat,,0.178923163
FDJ56,Fruits and Vegetables,Low Fat,,0.32111501
FDX08,Fruits and Vegetables,Low Fat,,0.039576776
FDX20,Fruits and Vegetables,Low Fat,,0.074517508
FDX55,Fruits and Vegetables,Low Fat,,0.096658404
DRO59,Hard Drinks,Low Fat,,0.094817105
DRP35,Hard Drinks,Low Fat,,0.159096908
NCQ05,Health and Hygiene,Low Fat,,0.037829469
NCT29,Health and Hygiene,Low Fat,,0.112249603
NCV29,Health and Hygiene,Low Fat,,0.039996021
NCD43,Household,Low Fat,,0.028048877
NCE30,Household,Low Fat,,0.173574402
NCF42,Household,Low Fat,,0.293066133
NCH43,Household,Low Fat,,0.123557061
NCH54,Household,Low Fat,,0.127234249
NCH55,Household,Low Fat,,0.060706749
NCJ06,Household,Low Fat,,0.060672263
NCJ42,Household,Low Fat,,0.025039776
NCM30,Household,Low Fat,,0.117825569
NCR30,Household,Low Fat,,0.124299531
NCS06,Household,Low Fat,,0.055566935
NCT30,Household,Low Fat,,0.140582485
NCU18,Household,Low Fat,,0.097768728
NCX18,Household,Low Fat,,0.015397129
NCX42,Household,Low Fat,,0.010467749
NCZ18,Household,Low Fat,,0.325780807
FDH19,Meat,Low Fat,,0.057933643
FDP27,Meat,Low Fat,,0.20914265
FDV39,Meat,Low Fat,,0.0
NCL31,Others,Low Fat,,0.210596485
NCQ43,Others,Low Fat,,0.194874778
FDH21,Seafood,Low Fat,,0.054670967
FDD58,Snack Foods,Low Fat,,0.103918113
FDH10,Snack Foods,Low Fat,,0.086326707
FDN21,Snack Foods,Low Fat,,0.134564284
FDN57,Snack Foods,Low Fat,,0.094957079
FDP33,Snack Foods,Low Fat,,0.156304192
FDP58,Snack Foods,Low Fat,,0.236616754
FDW34,Snack Foods,Low Fat,,0.062294473
FDX45,Snack Foods,Low Fat,,0.18358896
FDZ45,Snack Foods,Low Fat,,0.117091213
DRC25,Soft Drinks,Low Fat,,0.079440262
DRD25,Soft Drinks,Low Fat,,0.138269873
DRE37,Soft Drinks,Low Fat,,0.164966345
DRG01,Soft Drinks,Low Fat,,0.078576075
DRH36,Soft Drinks,Low Fat,,0.058444176
DRK37,Soft Drinks,Low Fat,,0.077046505
FDC60,Baking Goods,Regular,,0.2004264
FDQ36,Baking Goods,Regular,,0.0
FDQ60,Baking Goods,Regular,,0.191500528
FDU12,Baking Goods,Regular,,0.132630345
FDZ59,Baking Goods,Regular,,0.182128363
FDS11,Breads,Regular,,0.097275777
FDS59,Breads,Regular,,0.076851759
FDX35,Breads,Regular,,0.139913045
FDK25,Breakfast,Regular,,0.274592283
FDP49,Breakfast,Regular,,0.120965853
FDB14,Canned,Regular,,0.0
FDJ02,Canned,Regular,,0.044063785
FDJ14,Canned,Regular,,0.0
FDN38,Canned,Regular,,0.161030847
FDY49,Canned,Regular,,0.021031586
FDA26,Dairy,Regular,,0.129425145
FDU26,Dairy,Regular,,0.074620291
FDV26,Dairy,Regular,,0.133347119
FDY02,Dairy,Regular,,0.153456703
FDH04,Frozen Foods,Regular,,0.019912606
FDI04,Frozen Foods,Regular,,0.127660257
FDL28,Frozen Foods,Regular,,0.0
FDQ40,Frozen Foods,Regular,,0.063079544
FDR52,Frozen Foods,Regular,,0.133144259
FDV16,Frozen Foods,Regular,,0.145200948
FDX52,Frozen Foods,Regular,,0.073541072
FDA55,Fruits and Vegetables,Regular,,0.099780431
FDC21,Fruits and Vegetables,Regular,,0.075215349
FDL32,Fruits and Vegetables,Regular,,0.214423791
FDN56,Fruits and Vegetables,Regular,,0.187443314
FDR31,Fruits and Vegetables,Regular,,0.086077865
FDS44,Fruits and Vegetables,Regular,,0.27321283
FDU20,Fruits and Vegetables,Regular,,0.037569401
FDV19,Fruits and Vegetables,Regular,,0.06173052
FDW32,Fruits and Vegetables,Regular,,0.165101585
FDX31,Fruits and Vegetables,Regular,,0.0
FDY56,Fruits and Vegetables,Regular,,0.109274313
FDZ07,Fruits and Vegetables,Regular,,0.164391573
FDM27,Meat,Regular,,0.277459381
FDO15,Meat,Regular,,0.014998914
FDP51,Meat,Regular,,0.149305497
FDQ03,Meat,Regular,,0.136592891
FDT15,Meat,Regular,,0.074729835
FDT51,Meat,Regular,,0.019117392
FDV27,Meat,Regular,,0.070017381
FDG21,Seafood,Regular,,0.256152243
FDG33,Seafood,Regular,,0.245542627
FDJ57,Seafood,Regular,,0.0
FDB58,Snack Foods,Regular,,0.02363057
FDC34,Snack Foods,Regular,,0.302478871
FDG46,Snack Foods,Regular,,0.057620562
FDP21,Snack Foods,Regular,,0.045068892
FDU21,Snack Foods,Regular,,0.134327613
FDY34,Snack Foods,Regular,,0.019227816
DRA59,Soft Drinks,Regular,,0.223985293
DRL01,Soft Drinks,Regular,,0.13511877
FDB23,Starchy Foods,Regular,,0.00978492
FDZ48,Baking Goods,low fat,,0.132995494
FDP25,Canned,low fat,,0.037131628
FDC20,Fruits and Vegetables,low fat,,0.041970938
NCP55,Others,low fat,,0.019592289
FDS13,Canned,LF,6.465,0.124506117
FDX25,Canned,LF,16.7,0.102055777
FDZ38,Dairy,LF,17.6,0.008001018
FDT40,Frozen Foods,LF,5.985,0.095795326
FDE29,Frozen Foods,LF,8.905,0.143129124
FDO40,Frozen Foods,LF,17.1,0.032628111
FDD20,Fruits and Vegetables,LF,14.15,0.020714523
FDU56,Fruits and Vegetables,LF,16.85,0.044414056
FDG32,Fruits and Vegetables,LF,19.85,0.175995526
NCM29,Health and Hygiene,LF,11.5,0.017642229
FDC11,Starchy Foods,LF,20.5,0.141792841
FDW23,Baking Goods,Low Fat,5.765,0.082012293
FDK36,Baking Goods,Low Fat,7.09,0.007215314
FDF12,Baking Goods,Low Fat,8.235,0.082427854
FDX24,Baking Goods,Low Fat,8.355,0.013929059
FDK24,Baking Goods,Low Fat,9.195,0.101294945
FDT60,Baking Goods,Low Fat,12.0,0.07554831
FDA48,Baking Goods,Low Fat,12.1,0.11487406
FDY36,Baking Goods,Low Fat,12.3,0.009410528
FDN12,Baking Goods,Low Fat,15.6,0.081103929
FDH24,Baking Goods,Low Fat,20.7,0.021431134
FDU35,Breads,Low Fat,6.44,0.0
FDX59,Breads,Low Fat,10.195,0.051661272
FDV59,Breads,Low Fat,13.35,0.048027043
FDP11,Breads,Low Fat,15.85,0.069100548
FDO25,Canned,Low Fat,6.3,0.127449031
FDT25,Canned,Low Fat,7.5,0.050750977
FDR49,Canned,Low Fat,8.71,0.139228412
FDC26,Canned,Low Fat,10.195,0.126383094
FDS01,Canned,Low Fat,11.6,0.017744999
FDY25,Canned,Low Fat,12.0,0.033974436
FDB51,Dairy,Low Fat,6.92,0.038454076
DRG27,Dairy,Low Fat,8.895,0.105110692
FDY14,Dairy,Low Fat,10.3,0.070040195
FDR14,Dairy,Low Fat,11.65,0.174049032
FDI15,Dairy,Low Fat,13.8,0.141352562
DRG39,Dairy,Low Fat,14.15,0.042180995
FDV50,Dairy,Low Fat,14.3,0.122571209
DRF51,Dairy,Low Fat,15.75,0.165838224
FDD39,Dairy,Low Fat,16.7,0.070154899
FDS50,Dairy,Low Fat,17.0,0.055433377
DRE03,Dairy,Low Fat,19.6,0.024226902
FDX50,Dairy,Low Fat,20.1,0.074627201
DRJ39,Dairy,Low Fat,20.25,0.036326064
FDO16,Frozen Foods,Low Fat,5.48,0.015108194
FDN40,Frozen Foods,Low Fat,5.88,0.0
FDF16,Frozen Foods,Low Fat,7.3,0.086132373
